Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,tenure_group,service_count,avg_monthly_value,revenue_per_month,engagement_score,is_new_customer,contract_risk,payment_risk,monthly_x_tenure,has_internet,has_family,low_engagement,high_risk,cluster,segment,churn_probability,churn_prediction,predicted_value,value_score,recommended_action,customer_category,customer_id_display
0,0,0,1,No,DSL,Yes,No,No,Yes,No,Yes,month-to-month,0,Bank transfer (automatic),66.05,574.5,0,True,False,False,True,False,False,True,False,False,False,0-1 year,1,63.833333333333336,66.05,16.11,1,2,0,528.4,1,0,1,0,1,Low Value New,0.3487174538613767,0,410.10797,0.09634442, Maintain / Monitor,Stable Customer,5156
0,1,1,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,19.9,400.3,0,True,False,False,False,False,True,False,False,False,True,1-2 years,1,17.40434782608696,19.9,11.08,0,2,0,437.8,0,0,1,0,2,At Risk Customers,0.0270685545444607,0,412.09354,0.0965614, Maintain / Monitor,Stable Customer,5157
0,0,0,1,Yes,DSL,No,Yes,No,Yes,No,Yes,month-to-month,0,Credit card (automatic),68.15,2656.3,0,True,False,False,True,False,False,False,True,False,False,2-4 years,1,68.11025641025641,68.15,25.53,0,2,0,2589.7000000000003,1,0,1,0,1,Low Value New,0.184351406276913,0,1918.695,0.26120955, Maintain / Monitor,Stable Customer,5158
0,0,1,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,one year,0,Electronic check,80.85,1445.95,0,False,True,False,True,False,False,False,False,True,False,1-2 years,1,80.33055555555556,80.85,21.77,0,1,1,1374.4499999999998,1,0,1,0,1,Low Value New,0.0644382404299356,0,2090.2952,0.27996278, Maintain / Monitor,Stable Customer,5159
1,0,0,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,two year,1,Bank transfer (automatic),75.5,5212.65,0,False,False,True,True,False,False,True,False,False,False,4-6 years,1,73.41760563380281,75.5,36.6,0,0,0,5285.0,1,0,1,0,0,High Value Loyal,0.0465966239035801,0,4634.863,0.5580445, Maintain / Monitor,Stable Customer,5160
0,0,0,1,No,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Electronic check,80.6,2244.95,0,True,False,False,False,True,False,False,False,True,False,2-4 years,1,77.41206896551724,80.6,25.020000000000003,0,2,1,2256.8,1,0,1,0,1,Low Value New,0.4735547166531931,1,1923.8016,0.26176763, Maintain / Monitor,Stable Customer,5161
0,0,0,1,No,Fiber optic,No,Yes,No,No,Yes,No,month-to-month,1,Bank transfer (automatic),83.2,1130.0,0,True,False,False,False,True,False,True,False,False,False,1-2 years,1,70.625,83.2,21.64,0,2,0,1248.0,1,0,1,0,1,Low Value New,0.5581850626208418,1,2364.3215,0.3099096, Maintain / Monitor,Stable Customer,5162
0,1,1,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,two year,1,Bank transfer (automatic),87.55,6463.15,0,False,False,True,True,False,False,True,False,False,False,4-6 years,1,88.53630136986301,87.55,39.61,0,0,0,6303.599999999999,1,0,1,0,0,High Value Loyal,0.0174100865161818,0,5953.293,0.70212847, Upsell / Premium Offer,Loyal High Value,5163
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,one year,1,Bank transfer (automatic),109.4,6252.7,0,False,True,False,False,True,False,True,False,False,False,4-6 years,1,107.8051724137931,109.4,39.48,0,1,0,6235.8,1,0,1,0,0,High Value Loyal,0.3648973590621214,1,6819.0176,0.79673874, Upsell / Premium Offer,Loyal High Value,5164
0,1,0,0,No,DSL,Yes,Yes,No,No,Yes,No,month-to-month,0,Electronic check,45.55,2062.15,0,True,False,False,True,False,False,False,False,True,False,2-4 years,0,43.87553191489362,45.55,22.91,0,2,1,2095.3,1,0,1,0,3,Premium Customers,0.3342234398357424,0,1244.5565,0.18753669, Maintain / Monitor,Stable Customer,5165
0,1,0,1,No,No,No,No,No,No,No,No,one year,0,Credit card (automatic),20.7,587.1,0,False,True,False,False,False,True,False,True,False,False,2-4 years,1,18.93870967741936,20.7,13.64,0,1,0,621.0,0,0,1,0,2,At Risk Customers,0.0465047926795139,0,698.6759,0.12788041, Maintain / Monitor,Stable Customer,5166
1,1,0,1,No,Fiber optic,Yes,No,No,No,No,No,month-to-month,0,Electronic check,75.3,720.45,0,True,False,False,False,True,False,False,False,True,False,0-1 year,1,65.49545454545455,75.3,18.56,1,2,1,753.0,1,0,1,0,1,Low Value New,0.6217837707111228,1,399.4106,0.095175356, Retention Campaign (Email / Promotion),At-Risk Low Value,5167
0,0,0,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,month-to-month,1,Credit card (automatic),93.4,2979.3,0,True,False,False,False,True,False,False,True,False,False,2-4 years,1,90.28181818181818,93.4,28.78,0,2,0,2988.8,1,0,1,0,1,Low Value New,0.469512071733068,1,3428.8647,0.42624766, Maintain / Monitor,Stable Customer,5168
0,0,0,1,No,Fiber optic,Yes,No,No,No,No,No,month-to-month,1,Credit card (automatic),73.75,956.65,0,True,False,False,False,True,False,False,True,False,False,1-2 years,1,68.33214285714286,73.75,19.15,0,2,0,958.75,1,0,1,0,1,Low Value New,0.4437727562378711,1,2033.3984,0.27374485, Maintain / Monitor,Stable Customer,5169
0,0,0,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,month-to-month,1,Credit card (automatic),88.15,3973.2,0,True,False,False,False,True,False,False,True,False,False,2-4 years,1,88.29333333333332,88.15,31.33,0,2,0,3878.6,1,0,1,0,0,High Value Loyal,0.3506017174146572,1,2631.4238,0.33909974, Maintain / Monitor,Stable Customer,5170
1,0,0,1,No,DSL,No,No,No,Yes,No,No,month-to-month,0,Mailed check,49.2,447.9,0,True,False,False,True,False,False,False,False,False,True,0-1 year,1,44.79,49.2,13.04,1,2,0,442.8,1,0,1,0,2,At Risk Customers,0.2743059655086879,0,150.4727,0.067970306, Maintain / Monitor,Stable Customer,5171
0,1,0,1,No,No,No,No,No,No,No,No,two year,0,Mailed check,19.65,1335.2,0,False,False,True,False,False,True,False,False,False,True,4-6 years,1,19.63529411764706,19.65,24.53,0,0,0,1316.55,0,0,1,0,2,At Risk Customers,0.0065139544704144,0,985.5884,0.15923548, Maintain / Monitor,Stable Customer,5172
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,two year,1,Bank transfer (automatic),105.15,7555.0,0,False,False,True,False,True,False,True,False,False,False,4-6 years,1,104.93055555555556,105.15,42.83,0,0,0,7465.650000000001,1,0,1,0,0,High Value Loyal,0.1491056439748337,0,7487.099,0.86974967, Upsell / Premium Offer,Loyal High Value,5173
0,0,0,1,No,DSL,No,No,No,Yes,No,No,month-to-month,0,Credit card (automatic),49.0,49.0,0,True,False,False,True,False,False,False,True,False,False,0-1 year,1,24.5,49.0,10.6,1,2,0,49.0,1,0,1,0,2,At Risk Customers,0.4753923463230453,1,140.77599,0.06691061, Maintain / Monitor,Stable Customer,5174
0,1,0,0,No,DSL,No,Yes,No,No,Yes,Yes,month-to-month,1,Mailed check,49.8,836.35,0,True,False,False,True,False,False,False,False,False,True,1-2 years,0,46.46388888888889,49.8,15.06,0,2,0,846.5999999999999,1,0,1,0,3,Premium Customers,0.5739241813682504,1,1849.842,0.253685, Maintain / Monitor,Stable Customer,5175
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Bank transfer (automatic),20.95,20.95,0,True,False,False,False,False,True,True,False,False,False,0-1 year,1,10.475,20.95,4.99,1,2,0,20.95,0,0,1,0,2,At Risk Customers,0.2386620799158195,0,83.12174,0.060609892, Maintain / Monitor,Stable Customer,5176
1,1,0,1,Yes,Fiber optic,No,No,Yes,No,No,No,month-to-month,0,Mailed check,79.3,2570.0,0,True,False,False,False,True,False,False,False,False,True,2-4 years,1,77.87878787878788,79.3,25.96,0,2,0,2537.6,1,0,1,0,1,Low Value New,0.3475835169453254,0,2637.3586,0.33974832, Maintain / Monitor,Stable Customer,5177
0,1,1,1,No,No,No,No,No,No,No,No,one year,0,Bank transfer (automatic),19.5,798.2,0,False,True,False,False,False,True,True,False,False,False,2-4 years,1,19.004761904761907,19.5,16.7,0,1,0,799.5,0,0,1,0,2,At Risk Customers,0.0065463390430133,0,831.5497,0.14240144, Maintain / Monitor,Stable Customer,5178
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,0,Bank transfer (automatic),44.15,44.15,0,True,False,False,True,False,False,True,False,False,False,0-1 year,1,22.075,44.15,9.63,1,2,0,44.15,1,0,1,0,2,At Risk Customers,0.423903610224485,1,137.9003,0.06659634, Maintain / Monitor,Stable Customer,5179
0,1,1,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,105.5,6487.2,0,True,False,False,False,True,False,False,False,True,False,4-6 years,1,102.97142857142858,105.5,40.2,0,2,1,6541.0,1,0,1,0,0,High Value Loyal,0.2255129230513596,0,6243.95,0.7338928, Upsell / Premium Offer,Loyal High Value,5180
0,0,1,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,month-to-month,1,Credit card (automatic),92.7,1556.85,0,True,False,False,False,True,False,False,True,False,False,1-2 years,1,86.49166666666666,92.7,24.14,0,2,0,1575.9,1,0,1,0,1,Low Value New,0.2072300893963344,0,2293.9192,0.30221573, Maintain / Monitor,Stable Customer,5181
0,1,1,1,Yes,No,No,No,No,No,No,No,two year,1,Bank transfer (automatic),26.25,1988.05,0,False,False,True,False,False,True,True,False,False,False,4-6 years,1,27.23356164383561,26.25,27.35,0,0,0,1890.0,0,0,1,0,2,At Risk Customers,0.002054635254544,0,1410.8202,0.20570672, Maintain / Monitor,Stable Customer,5182
0,1,1,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,month-to-month,1,Credit card (automatic),96.95,5432.2,0,True,False,False,False,True,False,False,True,False,False,4-6 years,1,95.30175438596493,96.95,36.69,0,2,0,5429.2,1,0,1,0,0,High Value Loyal,0.1443777560476338,0,4329.2017,0.5246405, Maintain / Monitor,Stable Customer,5183
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,1,Credit card (automatic),20.45,147.55,0,True,False,False,False,False,True,False,True,False,False,0-1 year,1,14.755,20.45,7.289999999999999,1,2,0,184.05,0,0,1,0,2,At Risk Customers,0.2253949148554534,0,88.8244,0.06123311, Maintain / Monitor,Stable Customer,5184
0,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,two year,1,Bank transfer (automatic),115.8,8424.9,0,False,False,True,False,True,False,True,False,False,False,4-6 years,1,115.40958904109588,115.8,45.26,0,0,0,8337.6,1,0,1,0,0,High Value Loyal,0.2051696089705305,0,8186.093,0.94613886, Upsell / Premium Offer,Loyal High Value,5185
0,0,0,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,month-to-month,1,Bank transfer (automatic),108.2,2203.7,0,True,False,False,False,True,False,True,False,False,False,1-2 years,1,104.93809523809524,108.2,28.14,0,2,0,2164.0,1,0,1,0,1,Low Value New,0.6286314044939908,1,3774.477,0.46401772, Retention Campaign (Email / Promotion),At-Risk Low Value,5186
0,1,1,1,No,No,No,No,No,No,No,No,two year,0,Mailed check,20.2,387.4,0,False,False,True,False,False,True,False,False,False,True,1-2 years,1,19.37,20.2,10.24,0,0,0,383.8,0,0,1,0,2,At Risk Customers,0.0061811347626802,0,995.2239,0.1602885, Maintain / Monitor,Stable Customer,5187
0,0,0,0,No,DSL,No,No,Yes,Yes,Yes,Yes,one year,0,Credit card (automatic),54.9,3045.75,0,False,True,False,True,False,False,False,True,False,False,4-6 years,0,56.40277777777778,54.9,26.88,0,1,0,2909.7,1,0,1,0,3,Premium Customers,0.1154668794937863,0,2153.4573,0.2868654, Maintain / Monitor,Stable Customer,5188
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Bank transfer (automatic),20.15,130.5,0,True,False,False,False,False,True,True,False,False,False,0-1 year,1,18.642857142857142,20.15,6.33,1,2,0,120.9,0,0,1,0,2,At Risk Customers,0.1605054055353279,0,92.33165,0.06161639, Maintain / Monitor,Stable Customer,5189
0,1,1,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,one year,1,Electronic check,90.35,767.9,0,False,True,False,False,True,False,False,False,True,False,0-1 year,1,76.78999999999999,90.35,21.27,1,1,1,813.15,1,0,1,0,1,Low Value New,0.2705306620595786,0,668.0592,0.12453447, Maintain / Monitor,Stable Customer,5190
0,1,1,1,Yes,DSL,No,Yes,No,No,No,No,month-to-month,0,Electronic check,55.75,446.8,0,True,False,False,True,False,False,False,False,True,False,0-1 year,1,49.644444444444446,55.75,14.05,1,2,1,446.0,1,0,1,0,1,Low Value New,0.1504466766123266,0,438.3806,0.09943417, Maintain / Monitor,Stable Customer,5191
0,1,1,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,two year,0,Bank transfer (automatic),114.6,8100.25,0,False,False,True,False,True,False,True,False,False,False,4-6 years,1,112.50347222222224,114.6,44.72,0,0,0,8136.599999999999,1,0,1,0,0,High Value Loyal,0.0362641005543802,0,8018.7935,0.9278556, Upsell / Premium Offer,Loyal High Value,5192
0,1,0,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,one year,0,Bank transfer (automatic),66.8,4689.15,0,False,True,False,True,False,False,True,False,False,False,4-6 years,0,65.12708333333333,66.8,34.66,0,1,0,4742.8,1,0,1,0,3,Premium Customers,0.1600504503938446,0,4063.8687,0.49564373, Maintain / Monitor,Stable Customer,5193
0,1,0,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,one year,1,Electronic check,100.3,6754.35,0,False,True,False,False,True,False,False,False,True,False,4-6 years,1,97.8891304347826,100.3,40.96,0,1,1,6820.4,1,0,1,0,0,High Value Loyal,0.3282876714542259,0,5369.5435,0.6383337, Maintain / Monitor,Stable Customer,5194
0,0,0,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,month-to-month,1,Electronic check,105.35,3540.65,0,True,False,False,False,True,False,False,False,True,False,2-4 years,1,101.16142857142856,105.35,31.77,0,2,1,3581.9,1,0,1,0,0,High Value Loyal,0.6376845140625165,1,4851.8047,0.5817529, Retention Campaign (Email / Promotion),At-Risk Low Value,5195
0,0,0,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,one year,1,Electronic check,85.2,2184.6,0,False,True,False,False,True,False,False,False,True,False,2-4 years,1,80.91111111111111,85.2,25.340000000000003,0,1,1,2215.2000000000003,1,0,1,0,1,Low Value New,0.339674730169706,0,3407.351,0.42389655, Maintain / Monitor,Stable Customer,5196
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,1,Mailed check,18.95,130.55,0,True,False,False,False,False,True,False,False,False,True,0-1 year,1,16.31875,18.95,6.390000000000001,1,2,0,132.65,0,0,1,0,2,At Risk Customers,0.2111865798207395,0,96.98275,0.06212469, Maintain / Monitor,Stable Customer,5197
0,1,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Bank transfer (automatic),69.8,1540.35,0,True,False,False,False,True,False,True,False,False,False,1-2 years,1,73.35,69.8,20.46,0,2,0,1396.0,1,0,1,0,1,Low Value New,0.3769112723612751,1,2313.015,0.3043026, Maintain / Monitor,Stable Customer,5198
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,1,Electronic check,106.15,6411.25,0,True,False,False,False,True,False,False,False,True,False,4-6 years,1,105.10245901639344,106.15,39.73,0,2,1,6369.0,1,0,1,0,0,High Value Loyal,0.589480875098068,1,6150.109,0.7236374, Upsell / Premium Offer,Loyal High Value,5199
0,1,1,1,No,No,No,No,No,No,No,No,two year,0,Electronic check,20.55,1432.55,0,False,False,True,False,False,True,False,False,True,False,4-6 years,1,19.623972602739727,20.55,26.21,0,0,1,1479.6,0,0,1,0,2,At Risk Customers,0.0016845533367301,0,1162.2009,0.17853649, Maintain / Monitor,Stable Customer,5200
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,one year,1,Credit card (automatic),105.75,7629.85,0,False,True,False,False,True,False,False,True,False,False,4-6 years,1,104.51849315068492,105.75,43.25,0,1,0,7614.0,1,0,1,0,0,High Value Loyal,0.2912969069186054,0,6723.681,0.7863199, Upsell / Premium Offer,Loyal High Value,5201
0,0,0,1,Yes,No,No,No,No,No,No,No,month-to-month,0,Mailed check,25.25,101.9,0,True,False,False,False,False,True,False,False,False,True,0-1 year,1,20.380000000000003,25.25,6.750000000000001,1,2,0,101.0,0,0,1,0,2,At Risk Customers,0.2070318510426642,0,73.09626,0.059514266, Maintain / Monitor,Stable Customer,5202
0,1,1,1,No,No,No,No,No,No,No,No,month-to-month,0,Electronic check,19.75,313.4,0,True,False,False,False,False,True,False,False,True,False,1-2 years,1,18.435294117647057,19.75,9.25,0,2,1,316.0,0,0,1,0,2,At Risk Customers,0.0423976970269559,0,402.44284,0.095506735, Maintain / Monitor,Stable Customer,5203
1,1,0,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,one year,1,Electronic check,104.85,6312.9,0,False,True,False,False,True,False,False,False,True,False,4-6 years,1,100.2047619047619,104.85,40.06999999999999,0,1,1,6500.7,1,0,1,0,0,High Value Loyal,0.4159839637933391,1,5657.868,0.66984314, Maintain / Monitor,Stable Customer,5204
0,0,0,1,No,DSL,No,No,No,Yes,No,Yes,month-to-month,1,Mailed check,60.95,629.55,0,True,False,False,True,False,False,False,False,False,True,0-1 year,1,57.23181818181818,60.95,15.69,1,2,0,609.5,1,0,1,0,1,Low Value New,0.4024071949147618,1,375.3817,0.09254937, Maintain / Monitor,Stable Customer,5205
0,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,No,month-to-month,1,Electronic check,81.15,2640.55,0,True,False,False,False,True,False,False,False,True,False,2-4 years,1,82.5171875,81.15,26.03,0,2,1,2515.65,1,0,1,0,1,Low Value New,0.4259456779966776,1,1961.4163,0.26587832, Maintain / Monitor,Stable Customer,5206
0,1,0,1,No,No,No,No,No,No,No,No,two year,0,Credit card (automatic),19.1,1372.45,0,False,False,True,False,False,True,False,True,False,False,4-6 years,1,19.061805555555555,19.1,25.62,0,0,0,1356.1,0,0,1,0,2,At Risk Customers,0.0056465407796027,0,1011.1479,0.16202874, Maintain / Monitor,Stable Customer,5207
0,0,0,1,No,No,No,No,No,No,No,No,two year,0,Mailed check,20.8,1212.25,0,False,False,True,False,False,True,False,False,False,True,4-6 years,1,20.54661016949153,20.8,22.06,0,0,0,1206.4,0,0,1,0,2,At Risk Customers,0.0067440666874556,0,955.6575,0.1559645, Maintain / Monitor,Stable Customer,5208
0,1,1,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,two year,1,Credit card (automatic),90.15,6237.05,0,False,False,True,True,False,False,False,True,False,False,4-6 years,1,87.84577464788732,90.15,39.53,0,0,0,6310.5,1,0,1,0,0,High Value Loyal,0.0217407833954301,0,5764.9087,0.68154097, Maintain / Monitor,Stable Customer,5209
0,1,0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,two year,0,Electronic check,90.1,6310.9,0,False,False,True,True,False,False,False,False,True,False,4-6 years,1,87.65138888888889,90.1,39.82,0,0,1,6397.099999999999,1,0,1,0,0,High Value Loyal,0.092875188138004,0,6321.8457,0.74240553, Upsell / Premium Offer,Loyal High Value,5210
1,0,0,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,two year,0,Credit card (automatic),74.1,5031.0,0,False,False,True,True,False,False,False,True,False,False,4-6 years,1,71.87142857142857,74.1,36.02,0,0,0,5112.9,1,0,1,0,0,High Value Loyal,0.0321549345698431,0,4546.4966,0.54838747, Maintain / Monitor,Stable Customer,5211
0,1,1,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,two year,1,Bank transfer (automatic),118.75,8672.45,0,False,False,True,False,True,False,True,False,False,False,4-6 years,1,118.80068493150686,118.75,45.85,0,0,0,8550.0,1,0,1,0,0,High Value Loyal,0.055258323816651,0,8337.866,0.96272534, Upsell / Premium Offer,Loyal High Value,5212
0,1,0,1,No,Fiber optic,No,No,No,Yes,No,Yes,month-to-month,0,Credit card (automatic),85.9,2196.45,0,True,False,False,False,True,False,False,True,False,False,2-4 years,1,81.35,85.9,25.480000000000004,0,2,0,2233.4,1,0,1,0,1,Low Value New,0.4369132212075621,1,2790.3267,0.35646537, Maintain / Monitor,Stable Customer,5213
0,1,0,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,month-to-month,1,Credit card (automatic),95.0,3008.15,0,True,False,False,False,True,False,False,True,False,False,2-4 years,1,88.47500000000001,95.0,29.4,0,2,0,3135.0,1,0,1,0,0,High Value Loyal,0.5765672500046469,1,3357.0183,0.41839597, Maintain / Monitor,Stable Customer,5214
0,1,1,1,No,No,No,No,No,No,No,No,two year,0,Mailed check,20.15,220.8,0,False,False,True,False,False,True,False,False,False,True,0-1 year,1,20.07272727272728,20.15,7.53,1,0,0,201.5,0,0,1,0,2,At Risk Customers,0.009339068629359,0,141.63054,0.067003995, Maintain / Monitor,Stable Customer,5215
1,0,0,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,two year,0,Credit card (automatic),101.3,5779.6,0,False,False,True,False,True,False,False,True,False,False,4-6 years,1,99.64827586206896,101.3,37.86,0,0,0,5774.099999999999,1,0,1,0,0,High Value Loyal,0.0986838048914234,0,7034.8696,0.820328, Upsell / Premium Offer,Loyal High Value,5216
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,1,Electronic check,21.2,222.65,0,True,False,False,False,False,True,False,False,True,False,0-1 year,1,20.24090909090909,21.2,7.74,1,2,1,212.0,0,0,1,0,2,At Risk Customers,0.251965382549723,0,76.52905,0.059889413, Maintain / Monitor,Stable Customer,5217
0,1,1,1,Yes,No,No,No,No,No,No,No,one year,1,Mailed check,24.2,914.6,0,False,True,False,False,False,True,False,False,False,True,2-4 years,1,22.865,24.2,17.04,0,1,0,943.8,0,0,1,0,2,At Risk Customers,0.0118355181319525,0,1154.3143,0.1776746, Maintain / Monitor,Stable Customer,5218
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Bank transfer (automatic),20.3,246.3,0,True,False,False,False,False,True,True,False,False,False,0-1 year,1,20.525,20.3,7.86,1,2,0,223.3,0,0,1,0,2,At Risk Customers,0.1340699824827361,0,77.17262,0.05995975, Maintain / Monitor,Stable Customer,5219
0,1,1,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,two year,0,Bank transfer (automatic),85.3,5560.0,0,False,False,True,True,False,False,True,False,False,False,4-6 years,1,80.57971014492753,85.3,37.96,0,0,0,5800.4,1,0,1,0,0,High Value Loyal,0.0142207470376566,0,5537.305,0.6566675, Maintain / Monitor,Stable Customer,5220
0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,one year,1,Credit card (automatic),89.6,1633.0,0,False,True,False,False,True,False,False,True,False,False,1-2 years,1,85.94736842105263,89.6,23.82,0,1,0,1612.8,1,0,1,0,1,Low Value New,0.3266838092463481,0,3728.4712,0.45898998, Maintain / Monitor,Stable Customer,5221
0,0,0,1,Yes,DSL,Yes,No,No,No,No,No,month-to-month,0,Mailed check,56.25,969.85,0,True,False,False,True,False,False,False,False,False,True,1-2 years,1,51.04473684210527,56.25,17.15,0,2,0,1012.5,1,0,1,0,1,Low Value New,0.2322357089001749,0,1522.676,0.21793082, Maintain / Monitor,Stable Customer,5222
0,1,1,1,No,DSL,No,No,Yes,No,No,No,one year,1,Bank transfer (automatic),50.95,2610.65,0,False,True,False,True,False,False,True,False,False,False,4-6 years,1,49.257547169811325,50.95,26.290000000000003,0,1,0,2649.4,1,0,1,0,1,Low Value New,0.0172530322409647,0,2289.5298,0.30173603, Maintain / Monitor,Stable Customer,5223
0,1,1,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,two year,0,Mailed check,115.85,6567.9,0,False,False,True,False,True,False,False,False,False,True,4-6 years,1,115.22631578947367,115.85,40.47,0,0,0,6487.599999999999,1,0,1,0,0,High Value Loyal,0.0448538685646615,0,7117.939,0.8294062, Upsell / Premium Offer,Loyal High Value,5224
0,0,0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,month-to-month,1,Bank transfer (automatic),103.65,4747.85,0,True,False,False,False,True,False,True,False,False,False,2-4 years,1,103.21413043478262,103.65,34.730000000000004,0,2,0,4664.25,1,0,1,0,0,High Value Loyal,0.4725873664755824,1,4535.1646,0.54714906, Maintain / Monitor,Stable Customer,5225
0,0,0,1,Yes,No,No,No,No,No,No,No,two year,1,Mailed check,26.1,1759.55,0,False,False,True,False,False,True,False,False,False,True,4-6 years,1,25.875735294117646,26.1,25.82,0,0,0,1748.7,0,0,1,0,2,At Risk Customers,0.0088660617692212,0,1501.29,0.21559367, Maintain / Monitor,Stable Customer,5226
0,1,0,0,No,DSL,Yes,No,No,Yes,No,No,month-to-month,0,Mailed check,35.1,101.1,0,True,False,False,True,False,False,False,False,False,True,0-1 year,0,25.275,35.1,7.92,1,2,0,105.3,1,0,1,0,3,Premium Customers,0.5799980037834853,1,221.58029,0.07574126, Maintain / Monitor,Stable Customer,5227
1,0,0,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,1,Bank transfer (automatic),99.1,6496.15,0,True,False,False,False,True,False,True,False,False,False,4-6 years,1,98.42651515151516,99.1,39.82,0,2,0,6441.5,1,0,1,0,0,High Value Loyal,0.3655230162546596,1,3869.6208,0.47441548, Maintain / Monitor,Stable Customer,5228
0,1,0,1,Yes,DSL,No,Yes,No,Yes,No,Yes,two year,0,Mailed check,67.25,4234.15,0,False,False,True,True,False,False,False,False,False,True,4-6 years,1,66.15859375,67.25,32.85,0,0,0,4236.75,1,0,1,0,0,High Value Loyal,0.035328116786115,0,4383.9175,0.5306201, Maintain / Monitor,Stable Customer,5229
0,1,1,1,Yes,No,No,No,No,No,No,No,two year,0,Mailed check,25.0,300.7,0,False,False,True,False,False,True,False,False,False,True,0-1 year,1,25.058333333333334,25.0,8.8,1,0,0,275.0,0,0,1,0,2,At Risk Customers,0.0102583640633305,0,202.6916,0.073677026, Maintain / Monitor,Stable Customer,5230
0,0,1,1,No,DSL,No,No,No,Yes,No,Yes,month-to-month,1,Mailed check,59.55,59.55,0,True,False,False,True,False,False,False,False,False,True,0-1 year,1,29.775,59.55,12.71,1,2,0,59.55,1,0,1,0,2,At Risk Customers,0.2955855361543001,0,202.19753,0.07362303, Maintain / Monitor,Stable Customer,5231
0,0,0,1,Yes,DSL,No,No,Yes,No,Yes,Yes,two year,1,Bank transfer (automatic),77.8,4323.35,0,False,False,True,True,False,False,True,False,False,False,4-6 years,1,77.20267857142858,77.8,32.56,0,0,0,4279.0,1,0,1,0,0,High Value Loyal,0.0626173307552916,0,4694.8394,0.56459904, Maintain / Monitor,Stable Customer,5232
0,1,1,1,Yes,DSL,No,No,No,Yes,No,No,one year,1,Mailed check,55.1,1466.1,0,False,True,False,True,False,False,False,False,False,True,2-4 years,1,56.388461538461534,55.1,19.020000000000003,0,1,0,1377.5,1,0,1,0,1,Low Value New,0.034769897157639,0,1723.8805,0.23991936, Maintain / Monitor,Stable Customer,5233
